spatial,temporal,tod,dow,LOC,POA,MOA,TIMERANGE,y
16.25694539,73.86560792,3.225409894,3.289947634,0,1,1,1,0
21.95724542,147.4499011,8.50316861,0.189174522,0,1,0,12.75,0
17.24888073,10.77222222,5.466666667,3.455555556,0,0,0,0,0
3.149293642,72.16218325,4.979261199,1.599683253,1,0,0,12.5,0
6.7177735,37.17619235,4.282024999,2.568553461,0,1,0,10.08333333,0
12.70455188,90.82952462,4.091409182,0.655913506,0,0,0,0.15,0
4.721022313,76.03883708,0.932089887,0.925746255,0,1,1,0.166666667,0
23.94557542,12.48110489,9.796422918,2.21333955,0,0,0,8.35,0
16.08108113,190.0180618,1.710188312,1.173617333,1,1,0,6.583333333,0
7.389101048,141.1307191,3.137259382,1.28210803,0,1,0,1,0
5.175771428,167.0191967,1.050015915,0.880108862,0,1,0,4,0
18.22306991,0.105684739,2.536433732,0.108593918,1,0,0,2.133333333,1
20.74862987,234.0993056,2.383333333,3.198611111,0,0,0,0,0
21.0665978,0.746543678,6.082951732,0.489599233,0,0,0,0.166666667,0
20.21734383,216.0591734,1.420162035,0.901937693,0,1,0,0.966666667,0
7.903818535,140.5310562,10.64000945,0.060425001,0,0,0,5,0
4.551099198,88.03516745,4.814522296,2.923110689,0,0,0,0.25,0
9.327733375,82.1004142,2.795940582,1.628752465,0,0,0,8.416666667,0
16.47680427,53.71111111,6.933333333,2.577777778,0,1,1,0,0
2.554071888,308.4222622,8.717706724,0.138858452,0,0,0,11.75,0
2.992761177,232.6675124,7.269907234,1.62584574,0,1,0,14.05,0
42.79714833,330.4098934,6.022208535,1.81769146,0,0,0,733,0
24.37520224,226.5721915,10.26740483,3.139552577,0,0,0,0.233333333,0
4.923950759,224.4082712,9.51220981,0.078689232,0,0,0,7.25,0
9.408165665,356.2270833,5.45,0.545833333,0,0,1,0,0
19.30072299,312.7885752,5.958339327,2.190591428,0,1,0,11,0
24.94585405,126.5210845,8.135314386,0.958584542,0,1,0,4,0
23.06818501,351.1607363,3.857671108,1.333652963,0,1,1,0.566666667,0
4.277091499,355.1676768,6.103646462,1.731628784,0,0,0,52.4,0
25.29292092,17.07880331,1.891279465,3.120469978,0,0,1,1.833333333,0
17.46690793,259.1104787,4.080300597,0.476326806,0,0,0,14.36666667,0
6.473030147,27.4158923,9.61960146,0.32855214,0,1,0,7.4,0
13.1297735,274.9655379,1.156120241,1.847482394,0,0,0,3.966666667,0
23.25328954,291.0659003,4.4415947,3.320332421,1,0,0,16.9,0
34.98882785,232.6873051,7.504678039,1.385221748,1,1,0,0.5,0
25.16486092,77.29900929,7.112151201,0.549009289,0,0,0,2.45,0
29.3751654,353.330139,7.677048974,3.365773111,1,0,0,11.5,0
15.18017665,197.1027778,2.466666667,1.205555556,0,0,0,0,0
5.491809969,169.9086359,2.192737563,1.800302602,0,1,1,0.833333333,0
24.21409327,3.771003406,5.495918267,3.447746594,0,1,0,0.5,0
0.688392525,94.98480443,0.364693695,3.026306682,0,1,0,0.2,0
23.12513076,359.3258967,5.734592554,2.734288454,0,0,0,42.98333333,0
1.618139231,331.5108446,10.09762819,3.187927976,0,0,0,7.75,0
16.63197773,114.614433,9.253607204,2.2498497,0,0,0,1,0
28.20771277,188.4074704,9.631655639,0.077437361,0,0,0,6.483333333,0
4.82878462,277.5937719,9.749474003,2.79164475,0,1,0,1,0
10.63203334,345.7914308,5.698493325,2.958097459,0,1,0,18,0
14.56677162,165.1578921,5.913475177,2.690351932,1,0,1,48.18333333,0
27.40135805,231.3163419,7.592206281,0.633703039,0,0,0,0.05,0
12.66444691,107.7930556,4.966666667,2.586111111,0,0,0,0,0
18.18096062,242.8605924,3.345781566,2.299129787,0,0,0,1,0
1.336029893,71.84373981,3.750244619,1.686100919,0,1,0,0.066666667,0
14.54605184,333.4806804,8.431725674,2.755430722,0,0,0,14,0
37.99344918,98.21944444,5.266666667,0.438888889,1,0,0,0,0
23.77178738,267.4548845,7.289248694,0.996551139,0,1,0,4.5,0
13.19892829,127.8819444,2.833333333,2.763888889,0,0,0,0,0
39.60948175,265.3607114,6.739117724,0.564983017,0,0,0,13.71666667,0
6.774791363,237.1685467,4.04588468,0.834925534,0,0,0,8,0
21.50908358,17.1223813,2.937151212,2.263353523,0,0,0,0.916666667,0
25.26703098,146.8631563,3.28424834,0.659684097,0,0,0,3.133333333,0
8.664263131,234.6350294,8.759294025,3.227390527,1,1,0,2.033333333,0
3.357863757,61.60131933,8.959438006,1.994514006,0,0,0,10,0
18.07994143,177.2441547,6.135411856,2.292281964,0,0,0,55.75,0
7.249713505,250.6731568,7.844236064,0.722676503,0,0,1,3.25,0
21.33284551,124.7902854,5.083512074,1.175686855,0,0,0,11.65,0
22.64270177,241.6175148,8.720710225,3.388680178,0,1,0,10,0
23.50039911,179.2524147,6.057953185,3.491335284,1,0,0,0.183333333,0
26.4348044,348.8898796,2.642888888,1.221231481,0,0,0,0.05,0
14.83486167,313.0205082,0.492196274,1.937825155,0,1,0,1,0
15.81500816,328.7755428,5.386972742,0.369292802,0,1,0,9,0
2.086932127,312.5381267,11.08495843,1.954928823,0,1,1,1.5,0
14.96770566,56.18240726,4.377774317,0.295601708,0,0,0,3.25,0
21.52047346,58.9687632,0.749683141,2.940985425,0,0,0,0.166666667,0
16.29330252,16.48453451,6.519730951,2.534758705,0,0,0,65.5,0
22.64228414,64.47921024,6.25619042,0.812543571,0,0,0,7.45,0
32.77920902,193.0121744,0.292186553,2.970464449,0,0,0,0.25,0
14.38843584,98.47345398,9.371033124,0.744287317,0,1,0,10,0
9.652377793,174.7826389,5.216666667,0.434722222,0,1,0,0,0
3.416673158,82.06867575,1.648218086,1.792435358,1,0,0,3.333333333,0
11.75699171,22.89791667,2.45,1.795833333,0,0,0,0,0
32.56889569,87.14600567,3.504136108,3.279339005,0,0,0,0.6,0
6.897632412,23.77920912,5.310704488,2.63337579,0,0,1,3.5,0
34.42244548,61.71527778,6.833333333,1.569444444,0,0,0,0,0
10.29511937,351.5208333,11.5,2.041666667,0,1,0,0,0
19.58345018,140.4937329,10.89711052,0.082936213,0,1,0,4.466666667,0
31.68875298,310.0364411,6.745225675,1.823246701,0,0,0,35.5,0
14.81278594,308.6144492,7.580719276,0.548476938,0,0,0,15.5,0
26.71642633,138.6040418,9.502997012,0.812624876,0,1,0,1,0
7.687470865,364.5701128,6.547672581,0.568029509,0,0,0,20.95,0
4.512918855,281.8309848,4.056364943,1.740707016,0,0,0,3.766666667,0
28.6831789,5.565939739,10.3190981,0.954893595,0,1,0,4.1,0
25.50144722,227.1910326,4.584782808,3.340338173,0,0,0,2,0
18.34173632,160.5675766,10.37816092,0.130771073,0,1,0,0.216666667,0
33.24882696,114.6120319,8.555057802,3.028698595,0,0,0,9.25,0
23.8597909,289.8671759,3.187778053,2.825509248,0,0,1,4.25,0
11.00593158,39.02311546,0.762519926,2.901190094,0,1,1,2.5,0
35.36599344,239.35625,8.55,1.7125,0,0,0,0,0
19.33751684,122.0465278,1.116666667,3.093055556,0,0,0,0,0
11.33021452,155.0473794,2.344506781,1.0057127,0,1,0,4.083333333,0
10.68637634,232.1822536,4.374086357,0.369753598,0,0,0,0.25,0
9.64252452,8.096981869,2.588915764,1.353926314,0,1,0,7.5,0
27.58956756,249.7311008,6.225982338,1.825683878,0,0,0,2972.583333,0
6.076611387,338.8545093,3.491777932,3.29132408,0,0,0,0.016666667,0
5.842327937,212.6937312,7.350452072,2.377758941,0,0,1,0.466666667,0
24.34651738,165.7378812,6.290851118,2.526007685,1,0,0,0.083333333,0
21.79761942,169.1517223,3.641335104,1.297555629,0,0,0,0.283333333,0
35.45381773,66.82569444,4.183333333,3.348611111,0,0,0,0,0
15.96267293,97.16136437,3.872744939,0.769191183,0,0,0,4.45,0
28.74804788,86.43888038,10.53312918,2.876380382,0,0,0,0.066666667,0
16.65667874,38.56944444,10.33333333,2.861111111,0,1,1,0,0
24.56422648,9.014429329,2.344762909,1.833873773,1,0,0,9.416666667,0
2.282362096,226.6236286,9.032913678,2.341684152,1,0,0,4.5,0
9.219917786,216.941909,2.771348035,0.128867043,0,0,1,10.21666667,0
23.23765213,195.0291251,0.699001379,0.939624943,0,0,0,0.1,0
6.86235902,3.136726105,3.871032534,2.532559438,0,0,0,12.16666667,0
20.46309342,208.0025908,0.495023842,2.955048056,1,1,0,1.883333333,0
18.93118672,43.64331396,8.560465067,2.296786178,0,0,0,0.5,0
25.09116849,243.1050496,3.972204056,2.081061515,0,1,0,13.96666667,0
14.82182729,66.13472222,3.233333333,2.269444444,0,1,0,0,0
24.26933183,343.0833333,2,0.166666667,0,0,0,0,0
34.73853967,291.8357831,4.099566828,1.518383598,0,0,0,9.133333333,0
28.95980028,66.22777778,5.466666667,2.455555556,0,0,0,0,0
11.17675009,324.1647492,3.95398192,2.345304802,0,0,0,0.733333333,0
35.24452258,336.8832956,2.800906327,0.768712236,0,1,0,0.1,0
15.40267072,249.734708,6.367008702,1.614597585,0,0,0,4,0
22.06870733,57.44127835,7.231047364,1.273917242,0,1,0,18.81666667,0
2.77409611,137.8259513,6.282250234,1.766797757,0,1,1,167.05,0
24.98359607,99.83317541,4.003790091,1.65609208,0,0,1,0.5,0
4.87984769,102.9710459,0.69489909,2.07756524,0,1,1,0.916666667,0
14.98902522,199.2466761,6.022985912,3.173759464,0,1,0,15,0
11.6807457,237.7246307,6.608862701,0.569119279,0,0,0,0.866666667,0
6.99281342,117.2485256,5.926034271,1.622328368,0,1,0,101,0
24.41709056,38.98981926,2.377395503,3.103930741,0,1,0,4.083333333,0
7.175754599,275.1762412,5.994986626,2.842907911,0,0,0,24,0
23.56203394,233.525,11.4,3.05,1,1,0,0,0
9.915593016,158.7086544,6.992293594,2.4996789,0,0,0,4,0
17.80655588,210.1506944,3.616666667,0.301388889,0,0,1,0,0
13.27621202,44.63141821,8.845962929,2.322390434,0,0,0,2.85,0
20.52801609,343.8016832,4.759604254,1.635016489,0,0,0,1.5,0
20.61265175,249.4027413,9.665790814,2.201425383,0,0,0,0.333333333,0
10.87244386,271.1627144,3.907161378,2.733118902,0,0,0,2.783333333,0
24.45954578,68.68705079,5.636072395,1.396282545,0,1,0,37.5,0
7.479092672,65.31516846,6.135672782,1.728870304,0,1,1,141.3666667,0
16.25192118,60.27013889,6.483333333,2.459722222,0,1,0,0,0
8.226428525,148.8270437,4.15095159,1.679127017,0,1,1,1.216666667,0
16.01810081,54.28472222,6.833333333,2.430555556,0,1,0,0,0
26.20310313,82.32569444,7.816666667,1.348611111,1,1,1,0,0
1.296900598,111.1048611,2.516666667,0.790277778,0,1,1,0,1
14.03545721,101.5388793,11.0668968,3.080545967,0,1,1,0.133333333,0
28.23605621,56.84039899,4.459219684,0.715398991,1,0,0,1.833333333,0
23.85262688,129.1716856,5.932404504,3.000484163,0,0,0,16.26666667,0
9.227280463,351.1220779,3.135387255,1.071383427,1,1,1,8.05,0
7.507270757,85.8018417,4.755799097,1.608786149,0,0,0,0.233333333,0
30.04830986,314.5758235,8.274931013,0.903343145,0,0,0,2,0
18.34042614,87.00989631,0.370813029,2.999479647,0,0,0,1.016666667,0
15.76730515,201.540286,9.499882737,1.011797302,0,0,0,4.5,0
14.79647035,245.7567566,6.217272949,0.243108047,0,0,0,22.26666667,0
17.78451526,195.1284722,3.083333333,0.743055556,1,0,0,0,0
6.213637635,108.274056,6.577343131,2.485861519,0,1,1,3,0
9.359088474,35.51617178,10.78001155,0.131449562,0,0,0,4.75,0
9.766451381,226.3125,7.5,2.625,0,1,0,0,0
22.54320424,279.7224227,6.063978363,0.784790999,0,0,0,74.5,0
25.30687929,305.8200131,4.393812341,2.572348011,1,0,0,10.25,0
1.774184429,326.4182641,10.0383373,2.081735946,0,1,0,4,0
10.20281417,293.0484627,3.63315444,1.192509528,0,1,0,14.5,0
11.94680737,211.3461345,5.987098226,1.740093806,0,0,0,142,0
27.96256721,199.7083333,7,2.583333333,0,1,1,0,0
28.18853172,94.00625,0.15,3.0125,0,0,0,0,0
22.23627659,87.99386904,2.369663641,3.205436516,0,0,0,9.416666667,0
18.5072472,292.1613468,3.974338678,1.588653201,1,0,0,4.066666667,0
13.69648443,148.8503358,3.591941075,1.621169122,0,0,0,3.75,0
19.52519328,15.77551048,5.576951214,1.567177151,0,0,0,1,0
21.92111323,266.3854167,9.25,0.770833333,0,1,0,0,0
11.08731331,140.686366,7.527215251,0.314838253,0,1,0,2.733333333,0
25.43971935,80.94184758,2.638313669,2.913013531,0,0,0,9.416666667,0
0.700873955,20.89381783,3.291396477,0.13714152,1,0,0,5.25,1
20.70656048,140.0003456,0.044140433,0.002625201,0,0,0,0.15,0
4.195898658,125.5492931,5.879892412,1.567966365,0,0,1,400,0
16.51427242,58.20483399,6.136606472,1.759338779,0,0,0,190,0
15.97177636,331.8650348,5.422425329,3.250647201,0,1,0,20.1,0
19.61861967,148.3574929,5.569532608,1.438641774,0,0,0,81.21666667,0
9.709535366,226.1980543,6.282879675,1.760554254,0,1,0,30.33333333,0
1.936752002,291.8953042,6.859168623,1.840112493,0,0,1,29.63333333,0
26.82068567,266.28839,5.99028152,1.785861916,1,1,0,164.8333333,0
3.301850711,321.5160872,11.60146427,0.052892778,0,1,0,1,0
12.4429527,344.9810961,6.157640491,1.757919352,0,1,0,173.7666667,0
8.297388879,277.8082348,4.602364823,1.389681868,0,1,0,0.3,0
12.46824308,100.527819,6.103899474,2.524346746,0,0,0,22.91666667,0
25.48019183,166.3854386,9.250526263,2.222200295,0,1,0,0.333333333,0
12.39194604,41.77224636,5.866600506,0.902212423,0,0,0,63.45,0
45.10128362,90.57162673,10.28095837,0.852678821,0,0,0,0.2,0
20.46793885,90.22456064,5.389455432,0.653217135,0,0,0,5,0
33.60711837,89.68023504,6.105937936,1.054913434,0,1,0,65.75,0
4.589283583,56.52055237,11.16529897,0.103885702,0,0,0,3,0
10.57963084,101.6497252,6.477329229,2.944024786,1,0,0,11.7,0
18.51265702,93.13644104,3.724237621,2.240607711,0,0,0,1.5,0
14.51771209,151.0354167,0.85,2.929166667,0,0,1,0,0
4.884896704,95.8649408,3.241420743,2.26978142,0,0,0,0.016666667,0
22.16354856,254.3444017,8.265640415,2.682596128,0,0,1,0.3,0
14.66385725,50.85875578,3.389861222,1.690700227,0,1,0,1.266666667,0
29.3274213,7.144847491,5.998487055,1.363849904,0,0,0,133.5,0
24.69935832,25.63895984,8.664963785,2.736040158,0,0,0,0.666666667,0
33.76691389,318.2326389,5.583333333,3.465277778,0,1,0,0,0
19.38673296,98.11111111,2.666666667,0.222222222,0,0,0,0,0
5.955269721,183.4124326,9.255011701,1.787432592,1,1,0,1.75,0
20.88360744,64.70486111,7.083333333,1.409722222,0,1,0,0,0
31.82229395,54.5315681,11.24236554,1.933709675,0,0,0,0.15,0
4.855538707,348.2713893,6.513342899,1.236944046,1,0,0,10.7,0
11.44214376,159.7911049,5.916351491,0.979728434,1,1,1,20.75,0
36.01693146,49.31924809,7.66195411,0.347418579,0,0,0,0.666666667,0
20.94049295,68.19719798,4.732751609,1.602107572,0,0,0,0.166666667,0
27.07362335,327.1055802,3.63804781,1.047197556,0,0,0,12.25,0
23.98632729,178.5008468,11.23187601,2.938346841,0,0,0,3,0
18.40741057,16.37426873,8.98244949,1.758990951,0,0,0,0.5,0
14.85133932,279.0254035,0.609683632,0.94404096,1,1,0,0.25,0
5.828268874,138.1150892,2.76214195,1.708521863,0,0,0,2.833333333,0
15.08615039,61.80812892,4.604905972,0.358537749,0,1,0,1.083333333,0
2.090839616,314.8604553,6.105132441,1.79124684,0,0,0,170,0
3.95084699,24.4511613,10.82787109,3.090505371,1,1,0,0.333333333,0
10.61231681,7.659845215,8.026944014,0.137182005,1,0,0,9.583333333,0
3.20573548,126.363874,7.048804748,0.368735126,0,1,1,17.25,0
19.38158749,314.9065814,3.606394678,0.458001957,0,0,0,12.91666667,0
8.103904448,182.316446,7.59470446,0.760890464,0,0,0,6.25,0
18.42347644,204.6554493,8.26921618,2.217949326,0,0,0,4.5,0
24.95946373,319.3618056,8.683333333,2.276388889,0,0,0,0,0
12.5021146,130.1292972,3.103131771,2.757508398,0,1,0,0.766666667,0
24.70424147,135.9262114,1.770927456,2.843572467,0,0,0,0.433333333,0
30.42068205,223.191343,4.592231381,1.72185147,0,0,0,5,0
2.046680818,343.2616341,6.279217472,0.501217395,0,1,0,1.05,0
30.11839167,292.8785248,2.915404091,1.204808504,0,0,0,1.85,0
12.1715322,53.77806806,5.326366496,2.391376382,0,1,0,2.5,0
25.36548742,259.0427707,6.420159468,0.475757591,0,1,0,26.93333333,0
18.80061009,153.976254,2.078930929,0.083816607,0,1,0,2.333333333,0
0.990462387,13.38234195,9.176206736,0.315574719,0,0,0,3.85,0
6.125500565,130.7829733,5.208640329,2.43577668,1,0,0,0.083333333,0
14.56412246,145.2631944,6.316666667,1.473611111,0,0,1,0,0
23.29658467,166.58252,6.473946859,1.38970224,0,0,0,21.5,0
21.25266323,240.6180556,9.166666667,3.236111111,0,0,0,0,0
13.99685214,158.3582478,8.597947047,2.261891095,0,0,0,1,0
13.64384157,271.5381479,11.0844504,1.934074322,0,1,0,0.5,0
13.22775184,17.12013889,2.883333333,3.240277778,0,1,0,0,0
31.60065693,123.4259491,6.887334625,2.928217551,0,1,0,11,0
2.712801677,304.112724,2.705376848,3.234251813,0,1,0,0.416666667,0
16.51906145,0.559113227,7.33108507,0.496613227,1,0,0,18,0
17.08472187,331.7243056,6.616666667,2.448611111,0,1,0,0,0
19.95221134,67.67640235,7.766343653,2.646514319,0,0,0,0.033333333,0
3.283254494,95.17326301,4.158312347,3.346874126,0,0,0,0.016666667,0
14.84667988,361.2951389,7.083333333,2.409722222,0,0,0,0,0
19.55964274,153.2329003,5.589606215,0.474044185,0,1,0,3,0
6.685823723,341.6568766,5.912960806,1.486837739,0,0,0,116,0
23.84730035,10.8931222,2.56506709,3.210350018,0,0,0,0.166666667,0
27.27168245,344.0101566,1.733934036,0.881684415,0,0,0,6.766666667,0
5.363317298,150.0965278,2.316666667,3.193055556,0,1,0,0,0
10.55801475,104.0104268,0.787277855,1.041656551,0,0,0,3,0
26.31534978,25.33125,7.95,2.3375,0,1,1,0,0
27.09429768,26.49931201,11.98348829,2.002076877,0,0,0,0.033333333,0
22.45633488,48.35048343,8.411602371,0.274516568,1,1,0,1,0
0,0.672553575,6.079265326,0.672553575,1,1,0,0,1
15.96045667,213.0584142,3.22275858,2.366053122,0,0,0,12,0
21.53458812,173.4145833,9.95,1.170833333,0,0,0,0,0
16.54338467,140.2722082,6.532995889,0.334708162,0,0,0,10.16666667,0
12.02436769,82.08402778,2.016666667,1.831944444,0,1,0,0,0
8.773421855,159.5938751,6.139019344,1.768989363,0,0,0,344,0
12.04686337,161.3965278,9.516666667,0.206944444,0,1,1,0,0
4.304889986,23.5788337,8.877472076,1.922583698,0,1,0,11.5,0
27.21122032,106.2088776,5.013061736,1.376933128,0,0,1,2,0
24.59562112,92.27777778,6.666666667,1.555555556,0,0,0,0,0
4.004536663,191.099335,2.384039252,2.200029413,0,0,0,0.066666667,0
8.857483896,163.71875,6.75,3.4375,0,1,1,0,0
11.44565099,60.79166667,5,1.416666667,0,0,0,0,0
19.64734536,346.8281656,5.304226393,2.661417725,0,0,0,15,0
23.63645254,111.5396766,11.04776162,0.937406734,0,0,0,0.816666667,0
14.49248176,145.3815863,9.158071331,2.26771925,0,0,0,1.5,0
3.189480808,277.084094,2.018256206,2.874239325,0,1,1,2,0
13.64746532,290.4425267,6.058350105,1.939329068,0,0,0,426.5,0
3.354082122,336.7349341,5.805209455,0.237344796,0,0,1,21.5,0
20.31052533,79.18766046,6.078291371,2.250160463,0,0,0,40.88333333,0
20.12600871,107.3680556,8.833333333,2.736111111,0,0,0,0,0
23.79124863,218.739666,6.147598104,1.802166039,0,1,0,15.33333333,0
13.07247363,8.635291589,8.358903349,1.385291589,1,0,0,5.5,0
3.203813047,109.8778154,4.315297422,2.018017934,1,0,0,11,0
42.57544341,150.6215278,9.083333333,3.243055556,0,0,0,0,0
19.30140696,31.88888889,2.666666667,3.222222222,0,0,0,0,0
1.624110115,191.7602827,5.753215611,3.489717317,0,0,0,0.5,0
25.23017298,237.8535239,3.636168642,0.123965524,1,1,0,9,0
25.81613916,52.01737798,3.961017388,2.364600207,0,0,0,16,0
20.43111743,360.7781015,5.659772841,3.055926326,0,0,0,18.83333333,0
32.49446071,124.89723,6.157524192,1.821942478,1,1,0,180.0166667,0
16.8269387,162.6492982,5.990844809,1.295131501,0,0,1,47.51666667,0
18.08966337,158.8753213,2.992289333,2.251067611,0,0,0,0.083333333,0
26.29555336,115.5013106,6.444204953,2.743110284,0,1,0,54.16666667,0
17.01512,226.8451389,3.716666667,2.690277778,0,1,0,0,0
12.52000839,64.57652124,7.199055789,1.534854574,0,1,0,18.33333333,0
14.5325118,15.45791017,10.98984409,0.937076837,0,1,1,1,0
25.39776494,91.77250738,6.151206837,0.418065453,1,0,0,34.9,0
0.118028117,311.2452022,6.144812986,2.980618894,1,1,0,24,0
10.80014747,170.8217751,6.373684356,3.144340834,0,0,0,31.88333333,0
12.64454138,54.01490761,0.357782625,2.973286835,0,0,0,0.15,0
10.99391437,267.089817,6.40485423,0.882803383,0,0,1,80.21666667,0
17.80941193,37.63596038,8.736950963,2.37554371,0,1,1,4.833333333,0
20.11019052,56.92148606,1.884334646,0.841624945,0,1,0,0.066666667,0
4.629709609,29.83611111,3.933333333,1.672222222,1,1,0,0,0
2.652451368,47.3498606,8.358116679,1.466111618,0,0,0,8.083333333,0
27.59296218,101.3320671,5.651823276,3.108985471,0,0,0,37.33333333,0
20.02420125,334.3113248,5.885805182,1.763942935,0,0,1,189.3166667,0
17.6602978,26.03191413,5.854728125,1.762049551,0,1,1,117.7666667,0
31.61967422,363.372012,7.678458058,0.338181234,0,0,0,4.166666667,0
23.96576659,90.79362267,4.95604606,0.261932884,1,0,0,7.166666667,0
21.32461564,65.93355274,1.594734305,2.926608293,0,0,0,2.916666667,0
10.16066895,2.407940827,7.328904247,2.480857494,0,0,0,16,0
6.332016363,79.87102317,3.095443935,2.638384281,0,0,1,5,0
6.125047646,182.1630291,4.17064376,0.134321412,1,0,0,11.35,0
17.96419228,3.675437628,7.789496926,3.342104295,0,0,0,0.416666667,0
26.68932573,200.1217297,6.125511632,3.16469348,0,0,0,21.5,0
22.38352363,202.3349419,8.038606376,1.310891401,0,1,1,0.966666667,0
0,62.35898695,6.407848857,1.218790831,1,1,0,50.31666667,1
5.266293747,355.2918726,7.004941322,1.541460778,0,0,0,6.016666667,0
18.34244386,71.51531302,10.83299092,2.122951904,0,0,0,4.333333333,0
8.490741401,114.3448312,8.265189005,2.857331229,0,1,0,7.833333333,0
11.01364802,47.84236111,3.783333333,1.315277778,0,0,0,0,0
17.7285962,90.32317506,7.756201359,1.358769388,1,0,0,0.25,0
21.42681444,201.0083333,0.2,1.983333333,0,0,0,0,0
14.83630319,301.5276487,6.154046519,0.5630654,1,0,0,24,0
7.777684626,140.3699335,8.878405171,0.152983118,0,1,1,5,0
22.88091254,137.3080769,6.717719709,3.038450909,0,1,0,16.5,0
9.452009932,138.2925275,6.947683885,1.290805834,0,0,0,6,0
11.27059789,85.47996252,9.967801065,1.792462519,0,0,0,8,0
9.979941213,60.06805556,1.633333333,2.863888889,0,0,0,0,0
